Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,558,Nicaragua,2012,Female,15 to 19 years old,-,-,11.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,558,Nicaragua,2012,Female,25 to 29 years old,-,-,7.5,-,-,Percentage,Country data,-,-,Definition of sexual violence differs from the standard,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,591,Panama,2009,Female,15 to 49 years old,-,-,10.1,-,-,Percentage,Country adjusted data,-,sexual violence definition differs from standard,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,600,Paraguay,2008,Female,15 to 44 years old,-,-,8,-,-,Percentage,Country adjusted data,-,women aged 15-44; sexual violence definition differs from standard; 2015 survey exists but does not include data on this indicator,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,604,Peru,2016,Female,15 to 49 years old,-,-,10.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,604,Peru,2016,Female,30 to 34 years old,-,-,10.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,604,Peru,2016,Female,35 to 39 years old,-,-,9.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,604,Peru,2016,Female,40 to 44 years old,-,-,9.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,604,Peru,2016,Female,20 to 24 years old,-,-,14.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,604,Peru,2016,Female,45 to 49 years old,-,-,7.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,604,Peru,2016,Female,15 to 19 years old,-,-,17.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,604,Peru,2016,Female,25 to 29 years old,-,-,12.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,780,Trinidad and Tobago,2017,Female,15 to 49 years old,-,-,6.74,-,-,Percentage,Country adjusted data,-,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,780,Trinidad and Tobago,2017,Female,30 to 34 years old,-,-,9.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,780,Trinidad and Tobago,2017,Female,35 to 39 years old,-,-,5.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,780,Trinidad and Tobago,2017,Female,40 to 44 years old,-,-,5.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,780,Trinidad and Tobago,2017,Female,45 to 49 years old,-,-,4.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,780,Trinidad and Tobago,2017,Female,25 to 29 years old,-,-,10.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,858,Uruguay,2013,Female,15 to 49 years old,-,-,2.8,-,-,Percentage,Country adjusted data,-,~ENDIREH methodology; women aged 15+; partner includes male and female partners; sexual violence definition differs from standard,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,31,Azerbaijan,2006,Female,15 to 49 years old,-,-,9.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,31,Azerbaijan,2006,Female,30 to 34 years old,-,-,11.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,31,Azerbaijan,2006,Female,35 to 39 years old,-,-,10.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,31,Azerbaijan,2006,Female,40 to 44 years old,-,-,7.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,31,Azerbaijan,2006,Female,20 to 24 years old,-,-,9.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,31,Azerbaijan,2006,Female,45 to 49 years old,-,-,8.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,31,Azerbaijan,2006,Female,15 to 19 years old,-,-,11.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,31,Azerbaijan,2006,Female,25 to 29 years old,-,-,11.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,51,Armenia,2016,Female,15 to 49 years old,-,-,3.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,51,Armenia,2016,Female,30 to 34 years old,-,-,3.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,51,Armenia,2016,Female,35 to 39 years old,-,-,4.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,51,Armenia,2016,Female,40 to 44 years old,-,-,2.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,51,Armenia,2016,Female,20 to 24 years old,-,-,2.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,51,Armenia,2016,Female,45 to 49 years old,-,-,5.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,51,Armenia,2016,Female,15 to 19 years old,-,-,0,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,51,Armenia,2016,Female,25 to 29 years old,-,-,2.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,15 to 49 years old,-,-,17.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,30 to 34 years old,-,-,22.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,35 to 39 years old,-,-,18.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,40 to 44 years old,-,-,16.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,20 to 24 years old,-,-,11.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,45 to 49 years old,-,-,16.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,15 to 19 years old,-,-,2.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,25 to 29 years old,-,-,19.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,762,Tajikistan,2017,Female,15 to 49 years old,-,-,19,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,762,Tajikistan,2017,Female,30 to 34 years old,-,-,22.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,762,Tajikistan,2017,Female,35 to 39 years old,-,-,18.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,762,Tajikistan,2017,Female,40 to 44 years old,-,-,18.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,762,Tajikistan,2017,Female,20 to 24 years old,-,-,18.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,762,Tajikistan,2017,Female,45 to 49 years old,-,-,14.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,762,Tajikistan,2017,Female,15 to 19 years old,-,-,5.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Caucasus and Central Asia,762,Tajikistan,2017,Female,25 to 29 years old,-,-,21.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,400,Jordan,2012,Female,15 to 49 years old,-,-,14.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,400,Jordan,2012,Female,30 to 34 years old,-,-,16,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,400,Jordan,2012,Female,35 to 39 years old,-,-,14.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,400,Jordan,2012,Female,40 to 44 years old,-,-,11.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,400,Jordan,2012,Female,20 to 24 years old,-,-,15.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,400,Jordan,2012,Female,45 to 49 years old,-,-,9.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,400,Jordan,2012,Female,15 to 19 years old,-,-,18.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,400,Jordan,2012,Female,25 to 29 years old,-,-,16.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,792,Turkey,2014,Female,15 to 49 years old,-,-,11,-,-,Percentage,Country data,-,-,Women aged 15-59 years; based on definition used in the WHO multi-country study on women’s health and domestic violence,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,792,Turkey,2014,Female,15 to 24 years old,-,-,18,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,792,Turkey,2014,Female,35 to 44 years old,-,-,11,-,-,Percentage,Country data,-,-,Women aged 15-59 years; based on definition used in the WHO multi-country study on women’s health and domestic violence,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,792,Turkey,2014,Female,25 to 34 years old,-,-,13,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Western Asia,792,Turkey,2014,Female,45 to 59 years old,-,-,7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,104,Myanmar,2016,Female,15 to 49 years old,-,-,11,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,104,Myanmar,2016,Female,30 to 34 years old,-,-,11.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,104,Myanmar,2016,Female,35 to 39 years old,-,-,9.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,104,Myanmar,2016,Female,40 to 44 years old,-,-,10.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,104,Myanmar,2016,Female,20 to 24 years old,-,-,14,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,104,Myanmar,2016,Female,45 to 49 years old,-,-,5.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,104,Myanmar,2016,Female,15 to 19 years old,-,-,21.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,104,Myanmar,2016,Female,25 to 29 years old,-,-,13.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,116,Cambodia,2014,Female,15 to 49 years old,-,-,10.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,116,Cambodia,2014,Female,30 to 34 years old,-,-,12.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,116,Cambodia,2014,Female,35 to 39 years old,-,-,14.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,116,Cambodia,2014,Female,40 to 44 years old,-,-,11.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,116,Cambodia,2014,Female,20 to 24 years old,-,-,9.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,116,Cambodia,2014,Female,45 to 49 years old,-,-,10.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,116,Cambodia,2014,Female,15 to 19 years old,-,-,7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,116,Cambodia,2014,Female,25 to 29 years old,-,-,7.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,418,Lao People's Democratic Republic,2014,Female,15 to 49 years old,-,-,6.4,-,-,Percentage,Country data,-,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,418,Lao People's Democratic Republic,2014,Female,30 to 34 years old,-,-,11.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,418,Lao People's Democratic Republic,2014,Female,35 to 39 years old,-,-,6.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,418,Lao People's Democratic Republic,2014,Female,40 to 44 years old,-,-,4.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,418,Lao People's Democratic Republic,2014,Female,20 to 24 years old,-,-,8.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,418,Lao People's Democratic Republic,2014,Female,45 to 49 years old,-,-,5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,418,Lao People's Democratic Republic,2014,Female,15 to 19 years old,-,-,13.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,418,Lao People's Democratic Republic,2014,Female,25 to 29 years old,-,-,5.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,608,Philippines,2017,Female,15 to 49 years old,-,-,5.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,608,Philippines,2017,Female,30 to 34 years old,-,-,5.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,608,Philippines,2017,Female,35 to 39 years old,-,-,4.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,608,Philippines,2017,Female,40 to 44 years old,-,-,4.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,608,Philippines,2017,Female,20 to 24 years old,-,-,11.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,608,Philippines,2017,Female,45 to 49 years old,-,-,3.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,608,Philippines,2017,Female,15 to 19 years old,-,-,11.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,608,Philippines,2017,Female,25 to 29 years old,-,-,5.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,626,Timor-Leste,2016,Female,15 to 49 years old,-,-,34.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,626,Timor-Leste,2016,Female,30 to 34 years old,-,-,37.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
